pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f6ecf360-6917-4478-895a-84eb384033cb___YLCV_GCREC 5427.JPG,7
pokemon\Tomato___Leaf_Mold\fbd446f3-6104-4ab8-8d3f-d4f69befecef___Crnl_L.Mold 7131.JPG,3
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f2f17d7a-181a-4597-9a84-e3ca861da319___YLCV_NREC 0142.JPG,7
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f4e1e6f8-c183-4652-b04c-a54b4cd2fccd___UF.GRC_YLCV_Lab 01791.JPG,7
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\e183beb7-febd-448b-83eb-2d92b88a8def___Com.G_SpM_FL 1531.JPG,5
pokemon\Tomato___Septoria_leaf_spot\e72c5427-8973-4ba3-9654-ac7197296aa4___Matt.S_CG 0854.JPG,4
pokemon\Tomato___Late_blight\eedd252b-1d20-4cc8-94ca-b8800334996c___GHLB2 Leaf 8667.JPG,2
pokemon\Tomato___Target_Spot\dc0c0bd3-cccf-4181-8646-1abf08ebbc2b___Com.G_TgS_FL 8299.JPG,6
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\f6d125d8-795a-40ac-91d7-142f6cf023eb___Com.G_SpM_FL 9262.JPG,5
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e8825fa7-93a0-45f5-b0e7-704541eba913___YLCV_GCREC 2740.JPG,7
pokemon\Tomato___healthy\fe8f8808-2631-491e-a46b-bd2a1a4958e7___GH_HL Leaf 213.1.JPG,8
pokemon\Tomato___Late_blight\f84a91cc-ad11-409e-9115-1af741e5726d___RS_Late.B 5166.JPG,2
pokemon\Tomato___Leaf_Mold\e1af66f2-f7a8-4ae8-8f79-f9b8e8508d58___Crnl_L.Mold 8697.JPG,3
pokemon\Tomato___healthy\ed6f80a2-c69f-4d33-ad3d-ef2186aa1db1___RS_HL 9669.JPG,8
pokemon\Tomato___healthy\f7d044c0-6900-4624-9c20-fa27aa0911ff___GH_HL Leaf 275.JPG,8
pokemon\Tomato___Target_Spot\f6b99987-84a9-41a9-914d-538250b5f5a5___Com.G_TgS_FL 7971.JPG,6
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f8c39b13-b4d3-47d3-bf80-eba269f8c1b0___YLCV_NREC 2792.JPG,7
pokemon\Tomato___healthy\eacb7fe2-5c0a-4058-a7d7-a2270faee988___RS_HL 9654.JPG,8
pokemon\Tomato___Bacterial_spot\fbae79e4-5907-44e2-b249-68e0643f1a21___UF.GRC_BS_Lab Leaf 0330.JPG,0
pokemon\Tomato___Septoria_leaf_spot\f15d2ee7-3710-4f31-bdc7-3215a27a7ae9___Matt.S_CG 1282.JPG,4
pokemon\Tomato___healthy\fccb58ad-1644-403e-851b-dd3a27c893ef___GH_HL Leaf 387.1.JPG,8
pokemon\Tomato___Target_Spot\dbd393bd-b5db-4edc-a416-a52ac8b37b7c___Com.G_TgS_FL 8201.JPG,6
pokemon\Tomato___Late_blight\f7d235fa-e0ef-4475-88d2-3bfa79f1ab6f___RS_Late.B 7059.JPG,2
pokemon\Tomato___Septoria_leaf_spot\f848dd07-4247-4135-a442-91dde43ae49c___Keller.St_CG 2022.JPG,4
pokemon\Tomato___Late_blight\46ae5fef-ca7d-4f8d-86dc-7906bfcbde9f___RS_Late.B 5092.JPG,2
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f3d45385-367d-4dd2-98d5-195a781494ba___UF.GRC_YLCV_Lab 02024.JPG,7
pokemon\Tomato___Leaf_Mold\f91b6466-7c71-44ef-86f4-eaf2cdabf8bf___Crnl_L.Mold 7055.JPG,3
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\e9ebac68-514a-4322-b886-1fea2e69c56e___Com.G_SpM_FL 8999.JPG,5
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\fff8949b-3721-4f42-a489-8d39753fe7bb___Com.G_SpM_FL 8656.JPG,5
pokemon\Tomato___Early_blight\d934ba74-0149-457f-b5e7-c11d595f285e___RS_Erly.B 7365.JPG,1
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f05dadb1-7d1d-4b5e-b388-f5f0fc4d0a01___UF.GRC_YLCV_Lab 09532.JPG,7
pokemon\Tomato___Target_Spot\ffde083c-5f04-4a73-8c9c-3cf01fa3c401___Com.G_TgS_FL 9871.JPG,6
pokemon\Tomato___healthy\eb2c5c0c-2422-4c38-af0a-624e97f9f981___RS_HL 0603.JPG,8
pokemon\Tomato___Bacterial_spot\fb10d9a2-d1f8-4ab7-bf12-986bceb83064___GCREC_Bact.Sp 5720.JPG,0
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\e52c806d-d1c7-41dc-ac4f-993860955329___Com.G_SpM_FL 8892.JPG,5
pokemon\Tomato___Target_Spot\f62e640e-bf10-4630-b8d7-996ff2fd58b7___Com.G_TgS_FL 9827.JPG,6
pokemon\Tomato___healthy\ff8b36d5-feaf-4d2d-8126-18670a312657___RS_HL 0229.JPG,8
pokemon\Tomato___Late_blight\f66e2c13-dd22-4277-8c73-ff987bc19064___GHLB2 Leaf 9090.JPG,2
pokemon\Tomato___Target_Spot\f100309c-4853-440e-9ec4-c1143e637dd3___Com.G_TgS_FL 0791.JPG,6
pokemon\Tomato___Target_Spot\f843904d-9c32-47e5-acf9-21cee1b600e5___Com.G_TgS_FL 8289.JPG,6
pokemon\Tomato___Leaf_Mold\ec76173b-c354-4711-9bb7-b38dae1ea5b4___Crnl_L.Mold 9074.JPG,3
pokemon\Tomato___Septoria_leaf_spot\e3874274-851b-44e4-a063-32770cb4ea52___Keller.St_CG 1784.JPG,4
pokemon\Tomato___Septoria_leaf_spot\e8051293-a895-48ed-92ff-0623301c7c8c___JR_Sept.L.S 2613.JPG,4
pokemon\Tomato___Bacterial_spot\fa416dda-9685-490c-ad69-e857e205b1fb___GCREC_Bact.Sp 6181.JPG,0
pokemon\Tomato___Septoria_leaf_spot\eb6133d1-f0d9-4529-8949-c60b1deb5585___JR_Sept.L.S 8396.JPG,4
pokemon\Tomato___healthy\ff354b62-5981-43d1-8cfe-ac58bc20ca20___GH_HL Leaf 221.JPG,8
pokemon\Tomato___Bacterial_spot\f073c2a6-ac26-49d4-a76d-049abbdb2cfa___GCREC_Bact.Sp 3067.JPG,0
pokemon\Tomato___Bacterial_spot\fea5289e-4a3a-4891-bbcc-fb38b75a23f9___UF.GRC_BS_Lab Leaf 1164.JPG,0
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\f37fc8a7-0bb1-40e4-9ab1-d2a0479c1d59___Com.G_SpM_FL 8853.JPG,5
pokemon\Tomato___Leaf_Mold\fe0bcd7f-a7de-4155-95a5-79043190eef7___Crnl_L.Mold 7030.JPG,3
pokemon\Tomato___Early_blight\e626a672-48b8-490d-8314-a70ff37153f4___RS_Erly.B 7467.JPG,1
pokemon\Tomato___Target_Spot\db82e0dc-b6b4-4354-9092-1200792cd4da___Com.G_TgS_FL 8302.JPG,6
pokemon\Tomato___Early_blight\e5f8bd02-fa52-4ba0-9074-cb7618adacda___RS_Erly.B 9617.JPG,1
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f8c421c7-d464-45da-88e5-4fb42f6b0c8c___YLCV_NREC 2339.JPG,7
pokemon\Tomato___Septoria_leaf_spot\e9fa8424-f050-4541-ab57-7d5853f3716c___JR_Sept.L.S 2545.JPG,4
pokemon\Tomato___Septoria_leaf_spot\f4640d91-2fa7-4eb1-9d0c-45b8bc42eda2___Matt.S_CG 6117.JPG,4
pokemon\Tomato___Early_blight\e468b44a-912b-4e7f-9383-41050a5d421b___RS_Erly.B 8445.JPG,1
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\e9fa86d5-dc29-49a9-bb72-ce75beecd01f___Com.G_SpM_FL 8947.JPG,5
pokemon\Tomato___Target_Spot\fd5b634a-0205-4d0b-b584-4638245fb276___Com.G_TgS_FL 0648.JPG,6
pokemon\Tomato___Septoria_leaf_spot\ea5c98f5-2df4-4018-a538-cefa58bec252___Keller.St_CG 1819.JPG,4
pokemon\Tomato___healthy\0a86ddc0-4950-4efc-9260-0f16d4db046b___RS_HL 0469.JPG,8
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\e872312d-c093-4320-992a-410031e3fa58___Com.G_SpM_FL 1571.JPG,5
pokemon\Tomato___Target_Spot\f6f8f785-0d6e-4b6a-a206-68c65dcf9bc4___Com.G_TgS_FL 9669.JPG,6
pokemon\Tomato___Early_blight\fdc50285-836e-4707-a17d-388b8179c87c___RS_Erly.B 7812.JPG,1
pokemon\Tomato___Target_Spot\df21c246-c0bd-41b0-b28f-7e53b48758e9___Com.G_TgS_FL 9856.JPG,6
pokemon\Tomato___Early_blight\e87f8d6a-9728-4d12-b6b3-e07c77db939b___RS_Erly.B 9576.JPG,1
pokemon\Tomato___Septoria_leaf_spot\f271416e-cf7c-4683-bd74-c5a32e8ef82c___JR_Sept.L.S 2682.JPG,4
pokemon\Tomato___Target_Spot\de3db84e-e8a6-482e-b06d-3ebc28876ec1___Com.G_TgS_FL 8163.JPG,6
pokemon\Tomato___healthy\fe28e4c7-0c35-4f52-984e-0e60f33a2c6e___GH_HL Leaf 198.JPG,8
pokemon\Tomato___Bacterial_spot\f332d822-2557-42ee-ba97-c62cafcc5c29___GCREC_Bact.Sp 3172.JPG,0
pokemon\Tomato___healthy\f5252d99-6752-457b-b430-965d545d3b41___RS_HL 0412.JPG,8
pokemon\Tomato___Early_blight\e084577f-bb13-4baf-8384-2b37eb430236___RS_Erly.B 7673.JPG,1
pokemon\Tomato___Septoria_leaf_spot\fd192f6d-f764-43aa-8ab9-9c1578d55200___JR_Sept.L.S 8466.JPG,4
pokemon\Tomato___Bacterial_spot\fd7e07cc-7fdf-4203-be7c-8ff2e323e71d___GCREC_Bact.Sp 3533.JPG,0
pokemon\Tomato___healthy\fad75ca9-7035-4045-b3d3-475b558d49ba___RS_HL 0010.JPG,8
pokemon\Tomato___Early_blight\fcf97241-bd84-4829-b326-72590a3f4f59___RS_Erly.B 7555.JPG,1
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\f2de2fe3-4211-46c1-b8f3-47fe31eb40a7___Com.G_SpM_FL 1540.JPG,5
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\eda70478-22e0-4c08-8d35-759e36c32c36___Com.G_SpM_FL 9552.JPG,5
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\eaf27f54-d679-4fec-831a-41d1d18b286d___Com.G_SpM_FL 8455.JPG,5
pokemon\Tomato___healthy\fb4ce6df-613b-4d52-8e11-28dfa448a5e1___GH_HL Leaf 483.JPG,8
pokemon\Tomato___Septoria_leaf_spot\ffe98ff9-be33-4e8f-82f0-7b7c21b02958___JR_Sept.L.S 8455.JPG,4
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f8ac4463-e3a1-46f9-aec2-e2014ffc55c9___YLCV_NREC 2138.JPG,7
pokemon\Tomato___Bacterial_spot\fae0f0ee-3a9a-403f-b95f-97caa0efaabd___GCREC_Bact.Sp 5615.JPG,0
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\f7dfed71-b4a6-47ab-b61f-1b5326ec3821___Com.G_SpM_FL 8700.JPG,5
pokemon\Tomato___Leaf_Mold\0a555f63-bf03-4958-8993-e1932b8dce9f___Crnl_L.Mold 9064.JPG,3
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e2c2d65e-65a4-4a34-a931-b39cf8b92ff2___UF.GRC_YLCV_Lab 02257.JPG,7
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e09091dd-892a-40ad-b9e4-7df92f4e72e9___YLCV_NREC 2147.JPG,7
pokemon\Tomato___Bacterial_spot\f31f2360-da0a-434a-8469-ebd257c4c29c___GCREC_Bact.Sp 5751.JPG,0
pokemon\Tomato___Leaf_Mold\f80ea01a-c910-4f53-b415-9b327dc51402___Crnl_L.Mold 6804.JPG,3
pokemon\Tomato___Leaf_Mold\f6ac8e4d-e718-48c4-acb4-614733512c96___Crnl_L.Mold 7052.JPG,3
pokemon\Tomato___Leaf_Mold\f63bb2e2-d13c-4e48-8e94-4d97f0dbad49___Crnl_L.Mold 6799.JPG,3
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\ffb50767-1893-4379-ba42-8af6d8030057___Com.G_SpM_FL 8854.JPG,5
pokemon\Tomato___Target_Spot\fa844a5e-8301-40cb-a39f-bc83b935d008___Com.G_TgS_FL 9728.JPG,6
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f5fad69e-f325-47d7-9c8b-21b730ba68db___YLCV_GCREC 5388.JPG,7
pokemon\Tomato___Target_Spot\dd88e777-1427-4282-bd31-46c701b2ec68___Com.G_TgS_FL 9745.JPG,6
pokemon\Tomato___Septoria_leaf_spot\eb2645d0-da20-4318-b676-ea0001a76357___Matt.S_CG 1017.JPG,4
pokemon\Tomato___Early_blight\d41e78aa-0020-457b-a17d-736d426adad5___RS_Erly.B 7755.JPG,1
pokemon\Tomato___Target_Spot\f1124062-9fa1-4f3d-80b4-8f79c92414ba___Com.G_TgS_FL 0865.JPG,6
pokemon\Tomato___Septoria_leaf_spot\fc7a8fc7-28d5-4fd5-90d4-8a726063fe46___Matt.S_CG 7565.JPG,4
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\e296dcef-fb0f-4c22-856d-6918232d6682___Com.G_SpM_FL 1246.JPG,5
pokemon\Tomato___Target_Spot\dd0cd0ec-6277-44a7-a7b4-3e8ab5ea864c___Com.G_TgS_FL 8304.JPG,6
pokemon\Tomato___Leaf_Mold\ffb2d848-e46c-485c-a633-8d6137dd3dbf___Crnl_L.Mold 8735.JPG,3
pokemon\Tomato___Bacterial_spot\f5142872-5e4b-4038-b4fd-b38c4097e5aa___GCREC_Bact.Sp 5679.JPG,0
pokemon\Tomato___Leaf_Mold\ea8273ed-0d2e-483d-a653-0abc4886d780___Crnl_L.Mold 6988.JPG,3
pokemon\Tomato___Bacterial_spot\0a6d40e4-75d6-4659-8bc1-22f47cdb2ca8___GCREC_Bact.Sp 6247.JPG,0
pokemon\Tomato___Late_blight\fcc13483-8986-4424-87cf-c0afc86576a4___RS_Late.B 5565.JPG,2
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\e7206ec6-3690-4f86-8008-d5898aa8beb3___Com.G_SpM_FL 8583.JPG,5
pokemon\Tomato___Leaf_Mold\de7feb7f-caf7-4f98-90d4-096b0f130817___Crnl_L.Mold 6629.JPG,3
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\e3687cbd-21d5-4560-a527-c0693c48d806___Com.G_SpM_FL 8454.JPG,5
pokemon\Tomato___healthy\ffb39943-eabb-42cf-ad09-b17019e46d66___RS_HL 9871.JPG,8
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f2cad6ef-b7b8-4ec0-9a97-fc8d8b76e4fc___YLCV_GCREC 2818.JPG,7
pokemon\Tomato___healthy\f7df2411-8e50-46e1-b43a-cca357bee1af___GH_HL Leaf 521.1.JPG,8
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f6ea01cd-2aef-45af-87e4-ab7df7ea3f3b___YLCV_NREC 2872.JPG,7
pokemon\Tomato___Early_blight\e31c2f10-8b8d-4aec-9bc7-764d2995ebec___RS_Erly.B 7398.JPG,1
pokemon\Tomato___Target_Spot\fc089812-4537-413d-bade-e028fe9edac4___Com.G_TgS_FL 8255.JPG,6
pokemon\Tomato___healthy\f17dd662-f947-4892-9136-56dbe0feaca2___RS_HL 0503.JPG,8
pokemon\Tomato___Leaf_Mold\d677f9dd-7f27-44de-a0ad-b8e582ee63a8___Crnl_L.Mold 6946.JPG,3
pokemon\Tomato___Leaf_Mold\f9124c7e-9cfd-4b90-bc64-aadd638e896d___Crnl_L.Mold 8925.JPG,3
pokemon\Tomato___healthy\ec2ace5b-0368-4012-a46e-21236926193c___RS_HL 0086.JPG,8
pokemon\Tomato___Early_blight\e6645f63-afc8-416a-a4cb-0f5c719476ae___RS_Erly.B 6419.JPG,1
pokemon\Tomato___healthy\fda63621-b0eb-4938-8ec4-8afffc81ddd6___GH_HL Leaf 268.JPG,8
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f2aeea72-b927-49f5-8c32-7fc4397ab0c2___YLCV_NREC 2177.JPG,7
pokemon\Tomato___Late_blight\f20d4b66-977f-4294-92d2-98322f9a4cb0___RS_Late.B 5137.JPG,2
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\ef3f651f-80cf-4a1e-9c1d-543953ccf1ee___Com.G_SpM_FL 1286.JPG,5
pokemon\Tomato___Target_Spot\dcf0109d-40cb-4aae-be1d-a3f4d36f5e6d___Com.G_TgS_FL 0762.JPG,6
pokemon\Tomato___Septoria_leaf_spot\f4360fdc-ebcc-4ecd-8873-4fe37484e2dd___Matt.S_CG 0825.JPG,4
pokemon\Tomato___Leaf_Mold\fec6ddb1-599d-4de0-905c-c4e526021314___Crnl_L.Mold 8895.JPG,3
pokemon\Tomato___Early_blight\e7d248e4-a5e5-431f-9061-6383c14d8526___RS_Erly.B 7426.JPG,1
pokemon\Tomato___Late_blight\46b29233-cfd6-47d0-99b5-504a4df17bbf___RS_Late.B 5350.JPG,2
pokemon\Tomato___Bacterial_spot\fc6a1ebf-65e5-45f1-be33-1f2bd3dc4d71___GCREC_Bact.Sp 3511.JPG,0
pokemon\Tomato___Leaf_Mold\fd2cc427-8f4c-4551-96db-bd5d53974039___Crnl_L.Mold 6684.JPG,3
pokemon\Tomato___Leaf_Mold\f48883d4-b37c-46b9-8e3d-a3cb04ff6067___Crnl_L.Mold 6641.JPG,3
pokemon\Tomato___Bacterial_spot\fd39fa01-b5c6-443d-a5f8-5e6edee2fdf8___GCREC_Bact.Sp 3154.JPG,0
pokemon\Tomato___Leaf_Mold\fdec728a-c3e5-478d-9e14-ac1a717d5ffc___Crnl_L.Mold 9045.JPG,3
pokemon\Tomato___Target_Spot\f9986a85-5598-41ef-80f2-98adb409adfe___Com.G_TgS_FL 0789.JPG,6
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\f4a12c44-b3a8-4419-b34e-ae6bdfa7d765___Com.G_SpM_FL 9521.JPG,5
pokemon\Tomato___Early_blight\e7120235-6ae1-4642-8ec8-a16812aedce5___RS_Erly.B 9507.JPG,1
pokemon\Tomato___Late_blight\f7b5ed86-c63c-49c3-90d0-e1f35f4a93e4___GHLB2 Leaf 8979.JPG,2
pokemon\Tomato___Septoria_leaf_spot\e93fc6c6-ec9c-485a-91ab-e68aa2dfec16___Matt.S_CG 6307.JPG,4
pokemon\Tomato___Target_Spot\dcd437ad-8f31-43c0-9b58-ebac939d18d8___Com.G_TgS_FL 8407.JPG,6
pokemon\Tomato___Spider_mites Two-spotted_spider_mite\bdb1071d-586d-4cdf-a792-a15af76ed9cf___Com.G_SpM_FL 8670.JPG,5
pokemon\Tomato___healthy\fd75c626-bda9-4388-8b29-75d40ea7c6d4___RS_HL 0041.JPG,8
pokemon\Tomato___Septoria_leaf_spot\fcd7b23f-81f6-4e31-9c8f-66dc04a44f2c___Keller.St_CG 1826.JPG,4
pokemon\Tomato___Late_blight\ff3ddd95-9c84-42fb-aef3-eceb2d5b1110___RS_Late.B 4831.JPG,2
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f2ddfdc3-b25d-4b65-8ff4-d1cc23111899___UF.GRC_YLCV_Lab 03011.JPG,7
pokemon\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ef849f6e-252e-4982-85a8-27b02c837737___YLCV_NREC 2851.JPG,7
pokemon\Tomato___Target_Spot\f551fe31-b0e2-4526-b22d-4e3dc1181efa___Com.G_TgS_FL 0052.JPG,6
